x,y,z
1.758,1.128,-0.011
45.312,24.763,0.012
40.818,3.637,0.02
27.629,7.298,0.005
42.59,23.265,0.018
48.12,10.345,-0.005
5.526,31.835,-0.025
31.542,18.949,-0.015
49.9,39.224,0.009
49.394,32.895,0.022
30.166,48.896,0.026
6.401,17.852,0.013
29.16,22.308,0.011
0.103,33.41,0.005
9.946,21.104,-0.011
47.806,11.953,0.006
16.522,0.334,0.007
31.92,13.78,-0.009
14.043,43.21,-0.017
47.391,29.477,-0.036
36.428,0.233,0.002
16.483,39.396,0.014
39.588,0.781,-0.012
5.408,47.658,0.002
19.616,25.69,0.002
11.061,45.405,-0.005
34.186,44.296,0.058
5.122,44.263,0.017
19.851,18.79,-0.039
13.832,9.294,0.015
25.317,17.56,-0.01
17.495,6.714,-0.035
35.321,41.72,-0.007
1.229,28.43,0.017
31.699,12.429,0.023
11.529,40.999,0.016
13.435,23.044,-0.01
40.013,0.544,0.0
47.778,7.665,0.013
15.828,21.088,0.006
41.34,3.881,-0.027
5.2,32.167,0.002
31.699,9.866,-0.009
37.552,29.706,0.008
7.799,0.471,-0.042
21.3,7.24,-0.016
44.635,16.297,0.013
5.179,4.384,-0.003
0.905,49.177,0.006
29.529,11.601,0.027
21.777,44.934,0.038
39.934,34.318,-0.007
46.173,47.928,-0.004
14.958,45.525,0.014
19.42,43.933,0.005
24.314,28.889,0.02
29.408,48.232,-0.037
49.193,9.041,0.007
34.867,22.71,-0.029
19.477,39.056,-0.005
13.188,24.176,-0.014
47.231,49.721,-0.013
6.777,36.657,-0.029
36.013,10.318,-0.051
46.27,40.57,0.017
33.233,44.373,0.023
21.153,26.971,0.012
9.95,49.527,-0.003
18.374,26.795,0.011
35.344,38.657,-0.023
32.477,16.201,0.006
46.399,11.941,-0.008
43.343,39.188,0.029
40.808,9.649,0.017
45.573,14.196,0.036
13.817,18.411,-0.007
18.476,31.225,0.006
18.995,17.112,0.014
28.023,16.046,0.004
33.411,22.153,0.005
14.336,22.489,-0.024
0.973,1.048,0.001
19.961,15.824,-0.007
15.426,23.483,-0.042
47.109,11.774,-0.017
44.413,23.85,0.014
43.016,28.464,0.014
32.65,41.976,-0.031
17.214,38.737,0.002
27.442,12.831,-0.029
40.761,6.436,0.011
4.931,0.065,0.023
40.054,19.931,-0.005
2.059,42.768,0.023
40.821,8.07,0.0
40.378,14.336,0.003
2.55,27.16,0.022
31.358,29.691,-0.004
25.123,27.361,0.024
8.491,0.127,0.014
7.419,38.536,-0.004
38.663,45.015,0.012
28.385,12.639,-0.015
49.15,6.661,0.026
49.112,38.423,-0.009
49.633,36.502,-0.002
5.931,39.652,-0.039
46.913,45.947,0.002
12.228,2.212,-0.018
22.911,26.852,-0.013
37.87,39.454,-0.012
10.181,25.062,0.015
28.316,27.607,-0.016
9.291,28.331,-0.022
5.237,0.519,-0.001
5.828,45.214,0.015
17.882,10.539,-0.001
0.233,1.273,-0.031
21.243,31.672,-0.074
33.21,28.009,0.005
20.084,6.388,0.032
4.29,49.915,0.002
3.134,19.575,0.017
13.906,13.3,-0.022
8.466,5.06,-0.027
48.255,26.727,-0.008
7.562,8.214,0.004
40.273,7.284,-0.031
29.305,36.375,-0.005
28.464,3.343,-0.012
25.604,35.658,0.001
48.588,3.482,0.033
18.192,19.716,0.028
39.396,6.247,-0.003
27.765,49.233,0.011
19.782,11.812,0.008
47.773,18.223,-0.011
29.916,10.567,0.008
5.946,27.194,0.008
20.877,46.113,0.013
39.079,24.133,0.014
34.687,37.107,0.033
45.817,17.744,-0.017
12.969,14.119,0.01
37.91,4.93,0.016
22.994,48.495,0.012
28.68,18.926,-0.021
47.752,43.681,-0.002
48.964,30.985,-0.013
43.08,33.911,-0.009
17.955,22.863,0.005
44.385,16.362,-0.004
31.93,23.685,0.009
21.5,38.319,-0.003
1.787,45.605,-0.002
38.506,24.765,-0.018
25.105,26.543,0.005
39.309,36.623,0.009
37.401,47.967,0.014
39.678,32.891,-0.005
15.033,42.502,-0.007
40.04,20.206,0.054
27.442,8.974,-0.0
23.666,35.236,-0.036
33.756,12.253,-0.003
1.068,44.292,-0.048
5.116,3.936,0.037
14.609,23.797,0.022
49.15,21.819,-0.001
6.987,43.118,0.001
16.53,48.439,-0.002
2.553,47.681,0.018
16.563,2.746,0.013
16.016,49.538,-0.005
47.34,33.398,0.052
42.258,12.614,0.0
19.138,18.852,-0.012
1.238,44.435,0.016
41.552,45.803,0.005
33.027,6.094,-0.03
7.618,7.166,-0.007
49.804,2.21,-0.01
5.012,19.692,0.018
43.356,17.257,0.031
14.713,33.636,0.023
21.768,8.082,0.009
39.773,39.849,-0.004
33.875,29.007,-0.02
46.893,5.55,-0.001
31.057,44.843,-0.04
4.891,42.471,-0.002
44.218,37.705,0.017
38.458,23.987,0.013
35.594,30.519,0.03
2.687,9.889,-0.011
19.811,37.99,-0.005
8.372,34.697,0.023
41.095,39.946,0.018
35.026,46.895,0.036
44.154,44.443,-0.022
48.329,44.77,0.018
38.737,21.5,0.024
49.712,39.43,0.007
30.738,48.479,0.041
1.856,13.304,0.009
0.713,38.26,-0.049
17.105,12.156,0.022
41.174,14.266,-0.032
43.307,21.384,-0.01
48.041,22.108,0.011
3.256,35.04,0.045
2.229,5.237,-0.014
45.664,42.081,-0.001
15.252,6.806,0.027
27.899,1.279,-0.038
49.122,20.16,0.013
20.022,38.753,-0.021
33.294,17.421,-0.038
20.044,42.514,-0.0
38.41,33.169,-0.001
26.386,35.445,0.007
11.876,25.846,0.019
13.565,29.47,0.005
12.903,8.19,0.032
26.616,44.375,0.026
35.159,21.288,-0.016
47.464,21.945,-0.002
34.704,33.924,-0.005
39.06,44.42,-0.038
8.446,37.202,0.032
18.703,22.067,-0.009
20.689,23.119,0.022
34.319,13.918,-0.008
14.795,2.92,0.02
15.165,46.984,-0.01
17.794,4.981,0.022
40.515,13.526,0.006
28.88,47.372,0.014
3.764,28.889,0.014
3.912,42.653,0.006
18.564,34.756,-0.011
38.33,2.32,-0.016
34.434,7.491,0.043
35.399,5.877,0.03
38.361,24.064,0.006
14.358,40.82,0.025
27.413,35.909,-0.012
27.168,10.357,0.004
36.982,20.84,-0.032
47.844,34.915,-0.015
13.899,44.719,-0.003
39.664,45.806,-0.003
32.999,25.232,0.003
29.012,20.81,-0.027
38.744,32.586,0.001
47.202,33.128,0.002
1.835,48.664,0.005
7.37,24.903,0.015
37.814,26.881,-0.011
4.19,22.959,-0.03
25.806,35.853,0.009
10.993,16.762,0.007
13.715,1.783,0.006
35.092,27.808,0.029
1.51,14.064,0.004
43.666,37.4,0.016
22.224,8.588,0.001
25.12,42.255,0.002
27.002,38.045,-0.012
32.277,18.83,-0.001
17.243,8.612,0.004
5.055,42.759,0.007
15.919,17.085,0.027
8.407,5.208,0.029
27.807,25.405,0.032
15.901,2.016,-0.005
47.903,8.04,0.002
48.287,6.62,0.021
31.006,24.948,0.001
30.875,16.412,0.028
49.269,36.234,-0.046
44.364,5.409,0.032
38.253,15.283,-0.014
15.68,14.935,-0.001
18.277,37.364,-0.006
10.063,43.989,0.017
24.357,24.636,-0.004
49.518,28.084,0.04
45.608,39.845,0.011
5.917,43.56,-0.004
1.26,38.187,0.019
44.932,12.95,0.013
26.859,3.648,-0.003
10.009,10.546,0.025
33.683,30.978,0.017
32.211,27.444,0.024
6.104,25.391,-0.021
12.98,3.659,-0.006
3.004,20.543,-0.008
10.493,1.309,0.017
6.615,32.67,0.02
9.662,12.294,0.02
34.273,35.352,-0.007
2.475,26.612,-0.014
5.093,2.709,-0.006
6.709,6.961,0.029
15.827,45.589,0.036
14.938,43.789,0.009
12.753,40.788,-0.007
37.527,28.558,-0.006
49.901,18.009,0.007
26.699,47.938,-0.054
47.21,45.472,0.007
19.831,0.851,-0.008
5.334,6.053,-0.015
20.439,27.152,-0.0
14.806,34.526,-0.018
24.67,23.242,0.012
32.852,9.103,-0.002
23.053,21.014,0.02
46.758,10.268,-0.041
44.238,40.21,0.006
35.099,27.111,-0.031
24.484,20.443,-0.012
6.584,7.083,0.025
19.851,25.722,-0.01
35.22,28.32,0.028
14.244,32.655,0.04
5.199,35.278,0.014
45.395,2.091,0.011
35.453,18.89,-0.034
30.764,18.602,-0.002
39.625,8.525,0.016
41.782,16.111,0.059
24.173,2.207,-0.011
44.059,23.107,0.011
45.821,25.691,-0.006
13.578,24.46,-0.002
30.377,7.099,0.021
26.329,5.293,0.003
26.897,37.958,-0.023
46.883,37.444,-0.032
15.259,14.848,0.023
49.172,34.001,0.034
45.107,47.076,-0.036
22.936,41.951,-0.006
40.873,14.771,0.003
38.452,6.662,-0.006
33.895,2.561,0.0
15.992,25.186,0.004
9.823,22.877,0.019
33.576,37.557,-0.005
42.149,38.418,0.055
0.813,3.499,0.008
32.14,48.572,-0.008
22.144,12.896,0.007
44.904,18.705,0.007
16.074,28.814,-0.016
23.709,1.914,-0.001
25.738,35.644,0.017
7.022,9.61,0.008
35.645,45.85,-0.009
41.524,12.337,0.014
2.895,20.665,-0.003
14.569,11.216,0.007
1.902,32.305,-0.004
47.827,18.865,-0.024
33.358,11.959,-0.001
48.21,42.196,0.003
26.575,35.147,0.043
40.103,23.582,0.047
18.721,14.297,0.011
17.691,43.615,-0.026
18.913,20.969,-0.036
32.893,23.27,-0.044
17.973,9.6,0.047
45.018,41.696,0.001
49.164,27.495,0.008
1.521,32.845,-0.008
9.681,20.941,-0.023
5.612,0.969,0.026
2.118,15.026,0.001
11.387,1.034,0.0
22.34,1.496,-0.005
41.85,49.256,0.022
11.091,4.737,0.001
24.697,22.55,-0.002
46.481,41.936,0.026
33.361,21.078,0.025
39.904,12.438,-0.015
27.55,20.7,0.007
49.023,41.194,-0.014
29.433,2.245,0.041
2.276,24.439,0.012
9.899,9.675,-0.042
20.239,3.013,-0.009
30.064,39.278,0.012
38.597,0.724,-0.002
20.654,20.748,-0.005
35.503,27.275,-0.012
39.493,8.644,0.029
15.863,44.973,-0.025
48.964,20.434,0.034
32.483,9.105,0.002
44.05,30.559,0.021
27.797,31.972,0.011
37.08,19.434,-0.004
38.527,1.573,0.007
45.412,33.082,0.006
7.517,11.888,-0.035
27.914,7.496,-0.012
21.419,41.047,0.018
46.158,25.212,-0.001
5.255,22.396,0.003
49.129,37.742,-0.013
43.773,23.534,-0.025
3.691,30.592,-0.019
24.548,20.312,-0.028
35.878,44.376,0.034
36.908,28.278,0.01
45.325,45.126,-0.004
39.993,44.941,-0.009
15.547,37.929,0.034
24.922,27.403,-0.0
35.089,32.711,-0.013
6.922,11.104,0.006
9.7,45.956,0.017
24.052,42.987,0.008
14.912,39.357,0.013
43.128,1.274,-0.007
29.314,9.726,-0.003
17.433,45.835,0.002
42.442,40.453,0.011
40.244,42.308,0.027
49.918,20.228,0.008
42.365,12.819,-0.03
20.723,44.535,-0.034
6.375,18.648,0.022
42.032,14.944,-0.008
2.988,15.043,0.044
17.514,44.122,0.029
45.987,8.847,-0.015
48.038,41.648,-0.023
32.028,23.878,0.001
34.432,13.057,0.003
2.123,29.212,-0.008
25.724,13.95,-0.022
27.343,25.744,0.001
17.005,30.684,-0.004
3.43,29.151,0.005
11.445,40.812,-0.008
17.899,30.938,0.058
21.757,11.032,-0.006
29.546,14.745,-0.002
36.12,20.109,0.029
15.882,38.474,0.026
16.448,45.209,0.063
0.985,1.227,0.04
2.044,49.671,0.027
12.891,24.573,-0.008
37.012,6.587,-0.039
31.416,28.272,0.003
38.489,22.927,-0.006
38.446,2.466,-0.007
42.828,28.881,0.008
36.016,46.579,-0.003
48.951,23.632,-0.001
44.941,11.46,-0.005
29.336,33.547,-0.02
29.408,13.381,-0.002
1.713,45.76,0.028
49.926,23.852,0.007
6.579,39.228,-0.006
37.017,2.457,-0.014
41.051,36.624,0.003
18.653,7.399,0.012
9.843,10.886,0.006
4.938,43.065,-0.018
37.43,6.196,-0.021
22.633,14.736,0.02
35.686,18.495,-0.016
45.77,45.501,-0.028
7.329,7.144,-0.017
45.959,30.847,-0.019
20.581,10.145,0.002
15.263,14.44,0.009
47.153,22.253,0.02
49.533,27.361,-0.004
9.945,8.769,-0.018
32.842,29.776,-0.026
5.325,30.362,-0.017
32.546,20.427,-0.026
41.366,10.036,-0.009
34.225,16.696,0.018
20.867,4.902,0.035
19.153,37.242,-0.019
19.656,0.731,0.008
29.486,16.59,-0.022
44.078,46.217,0.004
46.453,9.376,-0.012
2.676,26.176,-0.005
9.081,7.462,0.029
5.611,47.488,0.012
9.667,41.029,0.008
17.33,15.631,0.027
25.327,37.597,-0.017
31.473,28.368,-0.005
36.607,11.083,0.008
44.506,6.719,0.024
49.454,12.462,0.021
33.143,31.45,0.009
42.268,47.739,0.014
38.902,38.844,0.004
15.377,45.173,0.01
43.785,9.704,0.027
2.138,45.729,-0.02
0.018,4.234,-0.02
13.687,47.209,0.009
23.105,7.061,0.03
31.918,18.076,0.005
5.089,17.278,-0.017
33.651,16.493,0.031
40.091,36.831,-0.005
9.266,41.974,0.002
20.756,28.524,-0.039
25.999,27.304,0.003
22.59,13.065,0.014
39.991,45.166,0.001
48.026,28.239,0.019
39.948,20.566,-0.019
3.9,27.975,-0.019
40.247,5.223,0.008
3.33,5.572,0.032
11.799,46.364,-0.013
7.655,10.928,0.002
9.876,13.514,-0.026
26.416,27.862,0.017
33.584,24.343,-0.019
23.516,27.787,0.005
47.985,18.271,0.003
12.015,20.261,-0.018
38.157,8.44,0.017
43.509,24.851,-0.035
28.103,21.148,0.021
22.811,47.004,-0.022
29.809,6.489,0.046
21.44,30.787,0.02
27.76,48.326,0.016
20.847,4.898,-0.015
20.023,36.056,0.01
34.767,43.276,-0.012
4.643,16.612,-0.01
8.327,28.468,0.012
42.56,4.482,-0.02
38.554,16.853,0.011
14.073,12.442,-0.023
18.863,34.268,0.0
46.301,2.784,0.008
40.904,24.161,0.012
30.717,27.692,0.013
11.075,46.563,0.017
2.213,46.056,0.004
21.563,0.33,-0.008
33.631,29.052,-0.002
41.424,19.989,0.028
42.634,26.813,0.009
1.639,32.48,0.021
12.208,13.719,0.003
16.955,38.058,0.034
9.437,46.026,0.004
40.149,44.439,0.012
38.373,37.767,-0.017
25.842,26.223,0.016
49.146,24.26,0.02
7.203,37.25,0.02
44.983,38.637,0.013
5.823,0.606,-0.02
8.159,1.891,-0.013
34.811,23.878,-0.02
5.478,43.318,0.015
28.292,10.75,0.012
21.012,7.179,0.009
36.424,46.658,0.01
45.034,44.556,0.003
38.494,13.434,-0.004
42.484,42.014,-0.008
1.647,37.851,-0.011
15.51,49.77,-0.013
25.772,8.169,0.022
20.798,44.87,0.01
11.563,2.849,0.024
15.394,33.653,0.055
47.272,33.458,0.019
14.709,45.785,0.01
17.695,11.394,0.006
0.185,8.582,-0.007
42.254,25.676,0.03
7.742,47.629,0.022
10.207,13.943,0.019
12.763,39.833,0.028
44.231,15.997,-0.025
10.323,12.756,-0.018
39.876,34.205,0.013
40.402,38.57,0.024
46.351,0.653,0.003
5.778,29.18,0.023
10.864,26.545,0.014
37.145,19.45,-0.015
9.8,39.266,-0.014
14.316,17.796,0.014
8.337,27.201,0.011
8.635,21.393,-0.024
24.078,22.403,0.004
5.484,24.281,-0.014
16.085,7.809,-0.034
21.33,40.173,0.005
1.227,14.53,0.019
19.417,25.815,-0.023
4.706,13.653,0.007
24.679,42.964,-0.014
41.287,41.584,0.017
40.921,47.531,0.011
4.022,18.213,0.025
30.061,44.348,0.011
41.729,42.943,-0.007
11.899,28.69,0.035
38.096,7.379,0.012
44.538,35.207,0.003
40.306,47.239,-0.0
5.365,40.965,-0.022
0.453,3.827,0.022
9.586,1.126,0.006
13.524,23.032,-0.005
30.809,45.65,-0.02
19.214,36.118,0.006
35.17,49.969,-0.017
17.654,31.365,-0.006
7.721,44.111,-0.028
15.634,40.601,0.001
44.216,26.93,0.0
47.927,4.523,0.009
10.376,6.542,0.021
39.423,40.774,-0.018
13.667,18.469,0.003
44.357,30.132,-0.004
8.277,14.586,-0.012
33.298,44.576,-0.008
4.211,45.8,0.006
48.695,47.785,-0.025
35.032,46.432,-0.002
42.091,28.201,0.021
28.333,30.094,-0.036
23.84,48.112,-0.005
31.094,18.632,0.005
26.437,31.542,-0.002
23.469,21.986,0.023
37.973,17.236,-0.019
8.91,46.472,-0.018
8.559,28.482,-0.019
21.592,23.255,0.006
16.037,2.706,0.018
3.706,7.774,0.024
42.224,27.037,-0.006
38.58,49.731,-0.011
27.196,22.972,0.005
48.966,31.26,0.013
3.63,42.585,-0.028
38.333,45.92,-0.004
13.319,18.307,0.018
18.43,8.18,0.007
10.964,48.565,0.004
39.452,26.374,0.023
7.212,44.289,-0.005
42.001,14.925,0.018
33.079,4.433,-0.007
2.951,43.92,0.014
40.549,20.828,0.007
31.388,22.029,-0.013
45.249,49.177,-0.014
37.436,20.442,-0.005
28.056,28.684,-0.03
41.827,36.865,-0.006
13.903,11.26,0.016
27.348,13.485,0.011
14.681,36.941,-0.018
48.41,40.357,-0.007
11.31,10.03,-0.006
0.787,15.437,0.006
16.293,0.436,0.016
25.125,19.242,0.022
1.418,45.056,-0.024
27.962,20.067,0.018
43.714,37.951,0.014
35.237,2.869,-0.003
31.148,29.395,0.008
47.798,47.702,0.007
47.914,49.219,0.026
41.213,28.92,-0.002
30.387,0.716,0.024
24.388,41.995,-0.013
0.666,36.736,0.011
30.313,1.234,-0.042
49.454,37.833,0.01
40.905,35.975,0.0
17.03,4.83,-0.038
7.602,26.819,-0.033
39.203,27.444,-0.02
37.197,44.743,-0.008
48.352,22.156,-0.006
43.742,27.958,-0.009
27.783,27.547,-0.006
5.064,25.969,-0.013
24.175,42.658,0.029
15.685,47.331,0.0
25.62,45.746,0.013
15.085,9.823,0.006
43.091,43.4,0.004
42.216,15.888,0.011
15.773,0.641,0.006
29.979,26.656,-0.006
21.509,4.714,0.032
45.455,24.965,-0.004
9.368,36.989,-0.015
34.886,42.289,0.049
48.519,16.141,0.028
8.764,41.94,-0.027
10.098,2.857,-0.033
34.686,30.781,-0.004
38.958,17.478,0.003
24.527,27.438,0.004
30.484,9.597,-0.025
10.634,11.562,-0.025
23.831,41.819,0.0
5.604,39.88,-0.011
16.071,42.716,-0.03
14.239,23.919,0.036
22.231,33.107,0.016
46.506,22.91,-0.005
9.063,12.456,0.002
20.069,0.31,-0.017
30.78,45.99,-0.022
47.328,34.855,-0.029
6.657,39.092,0.013
45.894,3.706,-0.004
4.053,44.146,0.004
24.037,7.337,-0.013
22.729,42.152,0.028
10.48,38.236,0.008
17.373,36.941,0.049
22.708,34.36,0.017
43.261,10.125,0.01
47.753,32.89,0.009
25.946,5.43,0.012
43.505,42.981,0.028
30.409,10.019,-0.018
17.454,21.98,0.008
9.71,45.302,-0.004
20.657,39.771,-0.019
26.141,1.906,-0.016
2.222,24.425,-0.003
7.292,26.257,0.007
30.009,41.764,-0.019
11.25,29.848,-0.025
41.866,3.296,-0.04
16.347,20.987,-0.003
5.242,33.01,-0.005
4.177,49.402,-0.021
46.856,19.204,-0.012
5.901,49.23,0.043
7.045,27.443,0.013
43.133,23.188,-0.007
12.714,20.772,-0.017
33.298,28.967,0.003
40.836,21.427,-0.004
30.359,19.174,0.026
47.874,48.908,-0.001
35.444,24.725,-0.016
5.638,39.009,-0.038
27.921,25.315,-0.032
35.909,11.597,0.013
40.098,47.418,0.006
1.316,44.065,-0.022
35.944,7.097,0.014
41.284,44.249,-0.009
37.342,9.851,-0.01
25.617,28.431,-0.053
22.901,46.551,0.01
27.471,28.225,-0.002
35.232,10.581,-0.023
46.146,13.248,0.006
30.852,33.929,-0.001
44.392,37.352,-0.004
35.063,29.588,-0.024
3.417,14.071,0.027
25.041,9.339,-0.006
14.324,32.732,0.016
14.259,11.467,-0.001
17.796,8.139,-0.01
15.737,6.557,-0.013
28.93,36.942,0.009
34.18,35.596,-0.005
13.437,46.374,0.007
6.488,13.086,-0.002
2.94,29.473,0.019
28.788,45.981,0.007
9.307,11.175,-0.002
0.462,22.698,0.002
46.388,48.291,0.006
26.857,47.744,-0.01
4.622,25.579,0.001
42.146,22.433,0.019
49.16,47.241,-0.026
22.43,29.973,-0.032
2.124,12.347,-0.009
5.877,25.866,-0.001
19.083,28.628,-0.012
44.276,27.615,-0.01
7.402,20.284,-0.027
41.2,7.321,-0.013
0.749,43.403,0.008
22.869,5.616,0.005
32.22,6.973,0.012
3.019,7.462,-0.022
30.738,1.971,0.035
47.22,42.887,0.028
8.013,44.585,-0.01
36.481,6.128,-0.005
30.455,23.078,0.002
9.256,19.659,0.028
0.31,6.308,-0.004
0.464,43.22,-0.008
26.605,43.203,0.001
47.139,37.041,-0.021
32.215,8.328,0.005
35.715,13.181,0.0
24.693,9.615,-0.022
29.094,41.623,0.006
6.318,23.381,-0.022
43.841,7.522,-0.001
38.04,0.505,0.009
49.91,13.926,0.016
14.886,48.707,0.008
11.351,1.585,-0.01
6.258,45.573,-0.011
48.21,2.897,-0.024
39.044,33.589,0.021
8.316,17.485,-0.022
27.634,22.775,-0.021
20.688,11.057,-0.014
7.574,16.926,0.016
8.104,15.405,0.007
48.173,35.445,0.009
15.248,43.563,0.028
47.072,20.466,-0.007
3.781,40.811,-0.014
23.04,0.577,0.028
6.481,39.385,-0.021
0.239,26.298,-0.012
27.688,41.686,-0.001
5.695,11.202,-0.011
36.101,18.837,0.021
34.906,34.885,-0.011
8.817,42.421,0.0
47.087,23.916,-0.002
36.052,42.318,-0.004
14.899,27.416,0.022
35.462,49.569,0.001
36.597,45.236,-0.01
17.111,19.281,-0.019
18.779,47.774,0.009
17.955,38.267,0.004
30.831,26.275,-0.011
45.021,49.552,-0.028
8.66,34.749,0.018
43.76,9.73,-0.025
1.383,5.702,0.006
33.017,13.106,0.027
20.722,36.775,-0.013
39.564,27.522,-0.011
36.06,19.858,0.002
24.005,37.921,-0.003
32.193,1.189,0.022
25.089,40.679,-0.031
40.576,37.413,0.017
23.804,9.01,0.025
26.158,19.451,0.017
12.526,1.88,-0.014
30.252,0.589,-0.019
15.145,49.813,-0.016
28.864,24.41,0.026
8.484,18.601,-0.029
7.973,9.809,0.013
20.851,40.36,0.004
21.341,35.288,0.012
13.405,0.078,-0.013
6.58,38.561,0.004
1.961,5.574,-0.018
1.262,47.432,-0.046
13.578,16.637,-0.01
23.093,22.555,-0.007
36.312,0.249,-0.007
23.744,41.22,0.034
45.203,15.408,0.02
1.761,27.822,0.026
9.033,46.33,-0.029
16.926,7.811,0.009
28.875,43.366,0.015
42.637,25.012,0.024
17.51,46.223,0.045
13.399,41.118,-0.028
3.094,22.149,-0.001
41.065,4.436,0.01
18.983,1.51,-0.003
28.578,43.712,-0.038
49.178,23.714,-0.001
0.08,33.185,0.021
7.273,44.082,-0.014
38.956,15.233,0.032
40.256,44.788,-0.01
38.462,1.377,0.009
26.85,13.996,0.025
48.943,40.588,0.015
19.809,42.661,0.001
30.097,47.242,0.005
3.168,15.151,-0.001
20.493,39.012,-0.006
36.125,49.257,0.003
11.937,26.35,0.022
47.191,12.63,-0.009
34.339,1.948,0.006
14.379,37.983,-0.001
38.45,6.942,0.015
4.158,19.347,0.005
48.739,15.464,0.016
2.464,20.843,-0.02
46.673,45.3,-0.027
12.643,21.297,0.028
37.891,45.637,-0.008
0.004,40.27,-0.003
12.712,14.419,0.004
37.455,15.904,-0.003
26.617,18.492,0.026
5.748,30.282,-0.028
19.681,33.703,0.033
18.777,48.611,-0.029
28.408,46.326,0.004
33.399,30.594,0.016
42.042,2.312,-0.032
24.862,27.265,0.016
19.601,20.182,0.015
7.199,27.239,0.018
40.241,2.009,-0.021
35.669,49.788,0.003
20.434,2.848,0.001
25.922,13.634,-0.011
33.259,3.606,0.013
8.24,27.381,-0.016
1.36,17.591,-0.015
15.875,18.765,0.011
29.779,39.458,-0.022
24.33,45.201,0.015
34.628,8.285,0.039
40.984,13.949,-0.018
24.422,23.636,-0.018
6.713,5.644,0.015
42.531,19.327,-0.015
28.75,15.104,-0.0
36.997,46.099,0.012
35.233,9.927,0.021
48.411,36.061,0.0
14.765,10.795,0.035
35.265,31.283,-0.017
18.284,29.1,-0.003
19.771,22.936,0.052
11.53,40.845,0.005
17.201,11.136,0.01
47.415,23.864,-0.004
14.629,49.121,0.035
12.3,9.163,0.029
29.157,27.272,0.006
12.902,14.655,0.008
23.669,6.19,0.016
41.709,42.58,0.017
11.52,28.884,0.025
21.335,28.941,0.011
30.524,27.267,0.032
27.281,9.223,0.001
48.736,28.432,-0.016
34.019,4.569,-0.01
36.997,34.132,0.001
48.348,2.573,-0.009
20.722,9.458,0.001
17.769,14.711,-0.016
2.193,13.947,-0.004
9.21,40.605,0.007
11.859,14.388,-0.0
9.175,3.698,0.0
37.739,3.399,-0.037
26.794,7.471,-0.013
33.382,19.71,0.025
41.023,9.841,0.008
11.539,11.751,-0.019
16.296,9.199,0.019
35.418,14.937,-0.014
19.638,25.243,-0.012
1.464,48.567,0.016
21.748,39.6,-0.0
45.414,8.626,-0.015
20.451,40.143,-0.017
16.612,35.505,-0.002
49.476,45.29,0.004
32.221,21.735,-0.002
18.3,43.355,-0.012
5.101,34.905,0.018
39.392,13.655,0.0
35.404,19.489,-0.016
46.096,41.924,-0.023
10.864,40.386,-0.044
5.746,12.275,0.011
36.204,41.814,-0.007
10.17,47.288,-0.02
8.805,43.888,0.012
15.99,19.064,-0.033
40.841,27.058,0.008
26.977,42.298,-0.032
2.293,35.82,-0.01
23.195,35.455,-0.025
34.199,14.263,0.026
26.918,30.54,-0.005
28.623,2.723,0.018
11.239,14.857,-0.012
42.387,10.139,0.019
28.07,19.351,0.008
35.662,36.911,0.007
49.093,13.027,-0.018
21.41,8.946,0.013
44.053,42.102,-0.01
0.364,45.755,-0.009
1.67,22.311,0.025
29.514,12.225,-0.036
15.572,12.618,0.022
12.414,20.809,-0.012
13.897,40.122,0.02
15.92,28.074,0.02
36.447,28.867,0.035
28.46,48.908,-0.003
39.452,3.884,0.002
41.51,23.751,-0.012
42.147,23.97,0.013
20.732,27.699,-0.027
21.064,8.397,0.016
46.313,8.446,0.003
33.088,20.772,-0.014
4.023,30.311,-0.015
27.109,15.14,0.0
17.8,24.876,0.012
49.372,49.338,0.013
0.683,1.522,-0.019
30.609,23.293,-0.046
36.181,23.695,-0.002
14.445,34.59,-0.015
48.682,13.32,0.036
42.977,39.997,-0.008
45.783,20.05,0.024
0.962,4.758,-0.014
28.494,31.503,0.019
14.733,1.32,-0.025
42.451,35.84,-0.013
31.642,0.607,-0.023
26.944,29.834,-0.008
5.729,43.545,-0.045
27.011,34.92,-0.037
31.595,31.217,-0.019
47.796,21.59,0.004
29.253,16.81,0.001
48.37,18.515,-0.023
48.08,18.751,0.031
32.51,26.494,0.013
25.295,7.167,0.033
23.301,44.094,-0.004
44.519,31.294,-0.029
1.413,18.722,-0.019
5.69,49.111,-0.046
5.104,43.626,-0.002
37.847,30.341,-0.011
16.983,18.587,0.003
31.898,18.455,-0.004
30.189,3.335,0.004
19.291,17.126,0.007
26.578,12.284,0.022
32.257,30.428,0.011
47.048,36.008,-0.045
28.782,14.621,-0.002
30.718,27.307,0.003
3.393,39.354,-0.004
47.611,32.095,-0.007
26.404,37.183,0.025
40.064,10.904,-0.021
2.515,31.752,-0.024
21.046,13.689,-0.008
12.849,11.538,-0.015
13.349,13.547,-0.011
39.573,18.326,0.032
31.193,23.547,-0.011
21.987,11.463,-0.012
0.529,17.498,-0.015
48.246,44.825,0.019
48.101,6.731,0.015
10.878,10.786,0.013
2.067,3.035,0.01
26.51,35.444,-0.021
47.571,26.471,0.02
45.52,23.716,0.001
29.233,1.721,-0.027
15.177,48.067,0.017
16.498,42.204,-0.017
44.896,41.019,-0.02
24.589,43.761,0.001
6.556,38.851,0.013
12.421,6.972,0.001
13.84,48.575,-0.017
